area,year,average_rain_fall_mm_per_year,avg_temp,pesticide_tonnes,item_y,yield_hg/ha
Guyana,2005,2387.0,27.71,270.78,Maize,12500
Guyana,2005,2387.0,27.71,270.78,Plantains and others,29892
Guyana,2005,2387.0,27.71,270.78,"Rice, paddy",39397
Guyana,2005,2387.0,27.71,270.78,Sweet potatoes,92975
Guyana,2005,2387.0,27.71,270.78,Yams,93750
Guyana,2006,2387.0,27.49,343.12,Cassava,110214
Guyana,2006,2387.0,27.49,343.12,Maize,10000
Guyana,2006,2387.0,27.49,343.12,Plantains and others,35055
Guyana,2006,2387.0,27.49,343.12,"Rice, paddy",46265
Guyana,2006,2387.0,27.49,343.12,Sweet potatoes,137770
Guyana,2006,2387.0,27.49,343.12,Yams,92857
Guyana,2007,2387.0,27.3,246.5,Cassava,109103
Guyana,2007,2387.0,27.3,246.5,Maize,17174
Guyana,2007,2387.0,27.3,246.5,Plantains and others,34707
Guyana,2007,2387.0,27.3,246.5,"Rice, paddy",43310
Guyana,2007,2387.0,27.3,246.5,Sweet potatoes,177561
Guyana,2007,2387.0,27.3,246.5,Yams,96154
Guyana,2008,2387.0,27.31,234.27,Cassava,103175
Guyana,2008,2387.0,27.31,234.27,Maize,13333
Guyana,2008,2387.0,27.31,234.27,Plantains and others,21350
Guyana,2008,2387.0,27.31,234.27,"Rice, paddy",42324
Guyana,2008,2387.0,27.31,234.27,Sweet potatoes,214445
Guyana,2008,2387.0,27.31,234.27,Yams,123377
Guyana,2009,2387.0,27.67,264.47,Cassava,109231
Guyana,2009,2387.0,27.67,264.47,Maize,13476
Guyana,2009,2387.0,27.67,264.47,Plantains and others,33056
Guyana,2009,2387.0,27.67,264.47,"Rice, paddy",44353
Guyana,2009,2387.0,27.67,264.47,Sweet potatoes,329827
Guyana,2009,2387.0,27.67,264.47,Yams,122139
Guyana,2010,2387.0,27.87,211.83,Cassava,106800
Guyana,2010,2387.0,27.87,211.83,Maize,13773
Guyana,2010,2387.0,27.87,211.83,Plantains and others,46653
Guyana,2010,2387.0,27.87,211.83,"Rice, paddy",42328
Guyana,2010,2387.0,27.87,211.83,Sweet potatoes,321208
Guyana,2010,2387.0,27.87,211.83,Yams,123760
Guyana,2011,2387.0,27.43,400.76,Cassava,95857
Guyana,2011,2387.0,27.43,400.76,Maize,13868
Guyana,2011,2387.0,27.43,400.76,Plantains and others,26306
Guyana,2011,2387.0,27.43,400.76,"Rice, paddy",44102
Guyana,2011,2387.0,27.43,400.76,Sweet potatoes,314369
Guyana,2011,2387.0,27.43,400.76,Yams,57333
Guyana,2012,2387.0,27.42,427.73,Cassava,110944
Guyana,2012,2387.0,27.42,427.73,Maize,13854
Guyana,2012,2387.0,27.42,427.73,Plantains and others,32736
Guyana,2012,2387.0,27.42,427.73,"Rice, paddy",45280
Guyana,2012,2387.0,27.42,427.73,Sweet potatoes,293877
Guyana,2012,2387.0,27.42,427.73,Yams,58600
Guyana,2013,2387.0,27.3,358.72,Cassava,109286
Guyana,2013,2387.0,27.3,358.72,Maize,13841
Guyana,2013,2387.0,27.3,358.72,Plantains and others,33143
Guyana,2013,2387.0,27.3,358.72,"Rice, paddy",49996
Guyana,2013,2387.0,27.3,358.72,Sweet potatoes,254655
Guyana,2013,2387.0,27.3,358.72,Yams,55067
Haiti,1990,1440.0,27.11,17.14,Cassava,40244
Haiti,1990,1440.0,27.11,17.14,Maize,7951
Haiti,1990,1440.0,27.11,17.14,Plantains and others,70238
Haiti,1990,1440.0,27.11,17.14,Potatoes,109308
Haiti,1990,1440.0,27.11,17.14,"Rice, paddy",21122
Haiti,1990,1440.0,27.11,17.14,Sorghum,8000
Haiti,1990,1440.0,27.11,17.14,Sweet potatoes,34921
Haiti,1990,1440.0,27.11,17.14,Yams,50000
Haiti,1991,1440.0,27.01,18.86,Cassava,39881
Haiti,1991,1440.0,27.01,18.86,Maize,8085
Haiti,1991,1440.0,27.01,18.86,Plantains and others,70000
Haiti,1991,1440.0,27.01,18.86,Potatoes,142771
Haiti,1991,1440.0,27.01,18.86,"Rice, paddy",20000
Haiti,1991,1440.0,27.01,18.86,Sorghum,8182
Haiti,1991,1440.0,27.01,18.86,Sweet potatoes,30303
Haiti,1991,1440.0,27.01,18.86,Yams,52778
Haiti,1992,1440.0,26.81,11.52,Cassava,40326
Haiti,1992,1440.0,26.81,11.52,Maize,7948
Haiti,1992,1440.0,26.81,11.52,Plantains and others,67595
Haiti,1992,1440.0,26.81,11.52,Potatoes,145455
Haiti,1992,1440.0,26.81,11.52,"Rice, paddy",21586
Haiti,1992,1440.0,26.81,11.52,Sorghum,8333
Haiti,1992,1440.0,26.81,11.52,Sweet potatoes,31030
Haiti,1992,1440.0,26.81,11.52,Yams,54895
Haiti,1993,1440.0,26.78,6.96,Cassava,40244
Haiti,1993,1440.0,26.78,6.96,Maize,8077
Haiti,1993,1440.0,26.78,6.96,Plantains and others,65854
Haiti,1993,1440.0,26.78,6.96,Potatoes,150000
Haiti,1993,1440.0,26.78,6.96,"Rice, paddy",20000
Haiti,1993,1440.0,26.78,6.96,Sorghum,7829
Haiti,1993,1440.0,26.78,6.96,Sweet potatoes,31148
Haiti,1993,1440.0,26.78,6.96,Yams,55556
Haiti,1994,1440.0,27.28,8.58,Cassava,37500
Haiti,1994,1440.0,27.28,8.58,Maize,8014
Haiti,1994,1440.0,27.28,8.58,Plantains and others,64444
Haiti,1994,1440.0,27.28,8.58,Potatoes,146259
Haiti,1994,1440.0,27.28,8.58,"Rice, paddy",19811
Haiti,1994,1440.0,27.28,8.58,Sorghum,7500
Haiti,1994,1440.0,27.28,8.58,Sweet potatoes,30833
Haiti,1994,1440.0,27.28,8.58,Yams,50000
Haiti,1995,1440.0,27.3,12.32,Cassava,39234
Haiti,1995,1440.0,27.3,12.32,Maize,8000
Haiti,1995,1440.0,27.3,12.32,Plantains and others,66587
Haiti,1995,1440.0,27.3,12.32,Potatoes,143353
Haiti,1995,1440.0,27.3,12.32,"Rice, paddy",20000
Haiti,1995,1440.0,27.3,12.32,Sorghum,7660
Haiti,1995,1440.0,27.3,12.32,Sweet potatoes,30536
Haiti,1995,1440.0,27.3,12.32,Yams,50000
Haiti,1996,1440.0,26.85,14.44,Cassava,40000
Haiti,1996,1440.0,26.85,14.44,Maize,7940
Haiti,1996,1440.0,26.85,14.44,Plantains and others,66453
Haiti,1996,1440.0,26.85,14.44,Potatoes,140000
Haiti,1996,1440.0,26.85,14.44,"Rice, paddy",24896
Haiti,1996,1440.0,26.85,14.44,Sorghum,7469
Haiti,1996,1440.0,26.85,14.44,Sweet potatoes,30000
Haiti,1996,1440.0,26.85,14.44,Yams,50000
Haiti,1997,1440.0,27.74,16.35,Cassava,41332
Haiti,1997,1440.0,27.74,16.35,Maize,7986
Haiti,1997,1440.0,27.74,16.35,Plantains and others,66768
Haiti,1997,1440.0,27.74,16.35,Potatoes,133760
Haiti,1997,1440.0,27.74,16.35,"Rice, paddy",22857
Haiti,1997,1440.0,27.74,16.35,Sorghum,7692
Haiti,1997,1440.0,27.74,16.35,Sweet potatoes,30189
Haiti,1997,1440.0,27.74,16.35,Yams,50000
Haiti,1998,1440.0,27.57,23.78,Cassava,43000
Haiti,1998,1440.0,27.57,23.78,Maize,7900
Haiti,1998,1440.0,27.57,23.78,Plantains and others,66801
Haiti,1998,1440.0,27.57,23.78,Potatoes,127059
Haiti,1998,1440.0,27.57,23.78,"Rice, paddy",19800
Haiti,1998,1440.0,27.57,23.78,Sorghum,7400
Haiti,1998,1440.0,27.57,23.78,Sweet potatoes,29609
Haiti,1998,1440.0,27.57,23.78,Yams,54802
Haiti,1999,1440.0,27.01,26.32,Cassava,43333
Haiti,1999,1440.0,27.01,26.32,Maize,8333
Haiti,1999,1440.0,27.01,26.32,Plantains and others,66922
Haiti,1999,1440.0,27.01,26.32,Potatoes,122222
Haiti,1999,1440.0,27.01,26.32,"Rice, paddy",20833
Haiti,1999,1440.0,27.01,26.32,Sorghum,7692
Haiti,1999,1440.0,27.01,26.32,Sweet potatoes,29655
Haiti,1999,1440.0,27.01,26.32,Yams,54167
Haiti,2000,1440.0,26.76,27.85,Cassava,43300
Haiti,2000,1440.0,26.76,27.85,Maize,7500
Haiti,2000,1440.0,26.76,27.85,Plantains and others,66953
Haiti,2000,1440.0,26.76,27.85,Potatoes,120000
Haiti,2000,1440.0,26.76,27.85,"Rice, paddy",25000
Haiti,2000,1440.0,26.76,27.85,Sorghum,7000
Haiti,2000,1440.0,26.76,27.85,Sweet potatoes,30000
Haiti,2000,1440.0,26.76,27.85,Yams,54201
Haiti,2001,1440.0,27.21,27.85,Cassava,44613
Haiti,2001,1440.0,27.21,27.85,Maize,6923
Haiti,2001,1440.0,27.21,27.85,Plantains and others,66667
Haiti,2001,1440.0,27.21,27.85,Potatoes,129412
Haiti,2001,1440.0,27.21,27.85,"Rice, paddy",20117
Haiti,2001,1440.0,27.21,27.85,Sorghum,6250
Haiti,2001,1440.0,27.21,27.85,Sweet potatoes,30261
Haiti,2001,1440.0,27.21,27.85,Yams,56286
Haiti,2002,1440.0,27.42,27.85,Cassava,44000
Haiti,2002,1440.0,27.42,27.85,Maize,7475
Haiti,2002,1440.0,27.42,27.85,Plantains and others,67059
Haiti,2002,1440.0,27.42,27.85,Potatoes,127500
Haiti,2002,1440.0,27.42,27.85,"Rice, paddy",20000
Haiti,2002,1440.0,27.42,27.85,Sorghum,7791
Haiti,2002,1440.0,27.42,27.85,Sweet potatoes,30172
Haiti,2002,1440.0,27.42,27.85,Yams,56677
Haiti,2004,1440.0,27.37,27.85,Cassava,44737
Haiti,2004,1440.0,27.37,27.85,Maize,7615
Haiti,2004,1440.0,27.37,27.85,Plantains and others,63636
Haiti,2004,1440.0,27.37,27.85,Potatoes,127778
Haiti,2004,1440.0,27.37,27.85,"Rice, paddy",20508
Haiti,2004,1440.0,27.37,27.85,Sorghum,8261
Haiti,2004,1440.0,27.37,27.85,Sweet potatoes,33138
Haiti,2004,1440.0,27.37,27.85,Yams,54972
Haiti,2005,1440.0,27.35,27.85,Cassava,43956
Haiti,2005,1440.0,27.35,27.85,Maize,7802
Haiti,2005,1440.0,27.35,27.85,Plantains and others,66201
Haiti,2005,1440.0,27.35,27.85,Potatoes,130000
Haiti,2005,1440.0,27.35,27.85,"Rice, paddy",20270
Haiti,2005,1440.0,27.35,27.85,Sorghum,8696
Haiti,2005,1440.0,27.35,27.85,Sweet potatoes,30030
Haiti,2005,1440.0,27.35,27.85,Yams,55000
Haiti,2006,1440.0,27.41,27.85,Cassava,44050
Haiti,2006,1440.0,27.41,27.85,Maize,7795
Haiti,2006,1440.0,27.41,27.85,Plantains and others,64634
Haiti,2006,1440.0,27.41,27.85,Potatoes,130461
Haiti,2006,1440.0,27.41,27.85,"Rice, paddy",20755
Haiti,2006,1440.0,27.41,27.85,Sorghum,8696
Haiti,2006,1440.0,27.41,27.85,Sweet potatoes,34771
Haiti,2006,1440.0,27.41,27.85,Yams,59803
Haiti,2007,1440.0,27.47,27.85,Cassava,44118
Haiti,2007,1440.0,27.47,27.85,Maize,7803
Haiti,2007,1440.0,27.47,27.85,Plantains and others,64865
Haiti,2007,1440.0,27.47,27.85,Potatoes,131818
Haiti,2007,1440.0,27.47,27.85,"Rice, paddy",22491
Haiti,2007,1440.0,27.47,27.85,Sorghum,8696
Haiti,2007,1440.0,27.47,27.85,Sweet potatoes,30014
Haiti,2007,1440.0,27.47,27.85,Yams,54762
Haiti,2008,1440.0,27.08,27.85,Cassava,43939
Haiti,2008,1440.0,27.08,27.85,Maize,7807
Haiti,2008,1440.0,27.08,27.85,Plantains and others,64516
Haiti,2008,1440.0,27.08,27.85,Potatoes,130435
Haiti,2008,1440.0,27.08,27.85,"Rice, paddy",20755
Haiti,2008,1440.0,27.08,27.85,Sorghum,8696
Haiti,2008,1440.0,27.08,27.85,Sweet potatoes,30026
Haiti,2008,1440.0,27.08,27.85,Yams,54651
Haiti,2009,1440.0,27.35,27.85,Cassava,44173
Haiti,2009,1440.0,27.35,27.85,Maize,8013
Haiti,2009,1440.0,27.35,27.85,Plantains and others,95921
Haiti,2009,1440.0,27.35,27.85,Potatoes,125000
Haiti,2009,1440.0,27.35,27.85,"Rice, paddy",22313
Haiti,2009,1440.0,27.35,27.85,Sorghum,10125
Haiti,2009,1440.0,27.35,27.85,Sweet potatoes,39258
Haiti,2009,1440.0,27.35,27.85,Yams,64220
Haiti,2010,1440.0,27.19,27.85,Cassava,44629
Haiti,2010,1440.0,27.19,27.85,Maize,8045
Haiti,2010,1440.0,27.19,27.85,Plantains and others,66250
Haiti,2010,1440.0,27.19,27.85,Potatoes,121373
Haiti,2010,1440.0,27.19,27.85,"Rice, paddy",23321
Haiti,2010,1440.0,27.19,27.85,Sorghum,9161
Haiti,2010,1440.0,27.19,27.85,Sweet potatoes,45841
Haiti,2010,1440.0,27.19,27.85,Yams,69948
Haiti,2011,1440.0,27.1,27.85,Cassava,44502
Haiti,2011,1440.0,27.1,27.85,Maize,8103
Haiti,2011,1440.0,27.1,27.85,Plantains and others,66250
Haiti,2011,1440.0,27.1,27.85,Potatoes,126448
Haiti,2011,1440.0,27.1,27.85,"Rice, paddy",24043
Haiti,2011,1440.0,27.1,27.85,Sorghum,9035
Haiti,2011,1440.0,27.1,27.85,Sweet potatoes,51166
Haiti,2011,1440.0,27.1,27.85,Yams,74540
Haiti,2012,1440.0,27.2,27.85,Cassava,44590
Haiti,2012,1440.0,27.2,27.85,Maize,8168
Haiti,2012,1440.0,27.2,27.85,Plantains and others,66750
Haiti,2012,1440.0,27.2,27.85,Potatoes,127191
Haiti,2012,1440.0,27.2,27.85,"Rice, paddy",24722
Haiti,2012,1440.0,27.2,27.85,Sorghum,8939
Haiti,2012,1440.0,27.2,27.85,Sweet potatoes,56801
Haiti,2012,1440.0,27.2,27.85,Yams,79363
Haiti,2013,1440.0,27.2,27.85,Cassava,44678
Haiti,2013,1440.0,27.2,27.85,Maize,8545
Haiti,2013,1440.0,27.2,27.85,Plantains and others,51436
Haiti,2013,1440.0,27.2,27.85,Potatoes,127142
Haiti,2013,1440.0,27.2,27.85,"Rice, paddy",28789
Haiti,2013,1440.0,27.2,27.85,Sorghum,8529
Haiti,2013,1440.0,27.2,27.85,Sweet potatoes,90938
Haiti,2013,1440.0,27.2,27.85,Yams,110560
Honduras,1990,1976.0,24.53,9880.07,Cassava,79680
Honduras,1990,1976.0,24.53,9880.07,Maize,15188
Honduras,1990,1976.0,24.53,9880.07,Plantains and others,149570
Honduras,1990,1976.0,24.53,9880.07,Potatoes,113100
Honduras,1990,1976.0,24.53,9880.07,"Rice, paddy",25026
Honduras,1990,1976.0,24.53,9880.07,Sorghum,10182
Honduras,1990,1976.0,24.53,9880.07,Sweet potatoes,64286
Honduras,1990,1976.0,24.53,9880.07,Wheat,5769
Honduras,1991,1976.0,24.61,6289.7,Cassava,76776
Honduras,1991,1976.0,24.61,6289.7,Maize,13185
Honduras,1991,1976.0,24.61,6289.7,Plantains and others,153416
Honduras,1991,1976.0,24.61,6289.7,Potatoes,126721
Honduras,1991,1976.0,24.61,6289.7,"Rice, paddy",25924
Honduras,1991,1976.0,24.61,6289.7,Sorghum,9586
Honduras,1991,1976.0,24.61,6289.7,Sweet potatoes,65517
Honduras,1991,1976.0,24.61,6289.7,Wheat,5797
Honduras,1992,1976.0,24.77,9904.59,Cassava,77191
Honduras,1992,1976.0,24.77,9904.59,Maize,12942
Honduras,1992,1976.0,24.77,9904.59,Plantains and others,140017
Honduras,1992,1976.0,24.77,9904.59,Potatoes,168751
Honduras,1992,1976.0,24.77,9904.59,"Rice, paddy",26931
Honduras,1992,1976.0,24.77,9904.59,Sorghum,12883
Honduras,1992,1976.0,24.77,9904.59,Sweet potatoes,64667
Honduras,1992,1976.0,24.77,9904.59,Wheat,5926
Honduras,1993,1976.0,24.58,6768.0,Cassava,70729
Honduras,1993,1976.0,24.58,6768.0,Maize,13694
Honduras,1993,1976.0,24.58,6768.0,Plantains and others,144636
Honduras,1993,1976.0,24.58,6768.0,Potatoes,114676
Honduras,1993,1976.0,24.58,6768.0,"Rice, paddy",26536
Honduras,1993,1976.0,24.58,6768.0,Sorghum,9183
Honduras,1993,1976.0,24.58,6768.0,Soybeans,19227
Honduras,1993,1976.0,24.58,6768.0,Sweet potatoes,64516
Honduras,1993,1976.0,24.58,6768.0,Wheat,5808
Honduras,1994,1976.0,24.87,3160.91,Cassava,67304
Honduras,1994,1976.0,24.87,3160.91,Maize,13837
Honduras,1994,1976.0,24.87,3160.91,Plantains and others,171911
Honduras,1994,1976.0,24.87,3160.91,Potatoes,107494
Honduras,1994,1976.0,24.87,3160.91,"Rice, paddy",24906
Honduras,1994,1976.0,24.87,3160.91,Sorghum,6953
Honduras,1994,1976.0,24.87,3160.91,Soybeans,19780
Honduras,1994,1976.0,24.87,3160.91,Sweet potatoes,64327
Honduras,1994,1976.0,24.87,3160.91,Wheat,6071
Honduras,1995,1976.0,24.95,7800.0,Cassava,61251
Honduras,1995,1976.0,24.95,7800.0,Maize,16396
Honduras,1995,1976.0,24.95,7800.0,Plantains and others,166370
Honduras,1995,1976.0,24.95,7800.0,Potatoes,108075
Honduras,1995,1976.0,24.95,7800.0,"Rice, paddy",26103
Honduras,1995,1976.0,24.95,7800.0,Sorghum,8281
Honduras,1995,1976.0,24.95,7800.0,Soybeans,20000
Honduras,1995,1976.0,24.95,7800.0,Sweet potatoes,64221
Honduras,1995,1976.0,24.95,7800.0,Wheat,5940
Honduras,1996,1976.0,24.39,6464.0,Cassava,56912
Honduras,1996,1976.0,24.39,6464.0,Maize,16180
Honduras,1996,1976.0,24.39,6464.0,Plantains and others,163476
Honduras,1996,1976.0,24.39,6464.0,Potatoes,128591
Honduras,1996,1976.0,24.39,6464.0,"Rice, paddy",26768
Honduras,1996,1976.0,24.39,6464.0,Sorghum,11612
Honduras,1996,1976.0,24.39,6464.0,Soybeans,20000
Honduras,1996,1976.0,24.39,6464.0,Sweet potatoes,64106
Honduras,1996,1976.0,24.39,6464.0,Wheat,5999
Honduras,1997,1976.0,25.03,6980.0,Cassava,50689
Honduras,1997,1976.0,25.03,6980.0,Maize,15591
Honduras,1997,1976.0,25.03,6980.0,Plantains and others,146964
Honduras,1997,1976.0,25.03,6980.0,Potatoes,132505
Honduras,1997,1976.0,25.03,6980.0,"Rice, paddy",31028
Honduras,1997,1976.0,25.03,6980.0,Sorghum,13079
Honduras,1997,1976.0,25.03,6980.0,Soybeans,20000
Honduras,1997,1976.0,25.03,6980.0,Sweet potatoes,64006
Honduras,1997,1976.0,25.03,6980.0,Wheat,6667
Honduras,1998,1976.0,25.37,3495.0,Cassava,47145
Honduras,1998,1976.0,25.37,3495.0,Maize,10557
Honduras,1998,1976.0,25.37,3495.0,Plantains and others,126148
Honduras,1998,1976.0,25.37,3495.0,Potatoes,129694
Honduras,1998,1976.0,25.37,3495.0,"Rice, paddy",25468
Honduras,1998,1976.0,25.37,3495.0,Sorghum,10970
Honduras,1998,1976.0,25.37,3495.0,Soybeans,21429
Honduras,1998,1976.0,25.37,3495.0,Sweet potatoes,63915
Honduras,1998,1976.0,25.37,3495.0,Wheat,5000
Honduras,1999,1976.0,24.41,2387.0,Cassava,40120
Honduras,1999,1976.0,24.41,2387.0,Maize,12249
Honduras,1999,1976.0,24.41,2387.0,Plantains and others,108108
Honduras,1999,1976.0,24.41,2387.0,Potatoes,105190
Honduras,1999,1976.0,24.41,2387.0,"Rice, paddy",21850
Honduras,1999,1976.0,24.41,2387.0,Sorghum,8597
Honduras,1999,1976.0,24.41,2387.0,Soybeans,21429
Honduras,1999,1976.0,24.41,2387.0,Sweet potatoes,63402
Honduras,1999,1976.0,24.41,2387.0,Wheat,4750
Honduras,2000,1976.0,24.43,4376.0,Cassava,39900
Honduras,2000,1976.0,24.43,4376.0,Maize,14360
Honduras,2000,1976.0,24.43,4376.0,Plantains and others,89864
Honduras,2000,1976.0,24.43,4376.0,Potatoes,163204
Honduras,2000,1976.0,24.43,4376.0,"Rice, paddy",22923
Honduras,2000,1976.0,24.43,4376.0,Sorghum,9708
Honduras,2000,1976.0,24.43,4376.0,Soybeans,20000
Honduras,2000,1976.0,24.43,4376.0,Sweet potatoes,63499
Honduras,2000,1976.0,24.43,4376.0,Wheat,5258
Honduras,2001,1976.0,24.4,1141.0,Cassava,39716
Honduras,2001,1976.0,24.4,1141.0,Maize,14992
Honduras,2001,1976.0,24.4,1141.0,Plantains and others,87408
Honduras,2001,1976.0,24.4,1141.0,Potatoes,170700
Honduras,2001,1976.0,24.4,1141.0,"Rice, paddy",34989
Honduras,2001,1976.0,24.4,1141.0,Sorghum,11104
Honduras,2001,1976.0,24.4,1141.0,Soybeans,18750
Honduras,2001,1976.0,24.4,1141.0,Sweet potatoes,63626
Honduras,2001,1976.0,24.4,1141.0,Wheat,5305
Honduras,2002,1976.0,24.61,1772.3,Cassava,34738
Honduras,2002,1976.0,24.61,1772.3,Maize,13655
Honduras,2002,1976.0,24.61,1772.3,Plantains and others,87324
Honduras,2002,1976.0,24.61,1772.3,Potatoes,165543
Honduras,2002,1976.0,24.61,1772.3,"Rice, paddy",23573
Honduras,2002,1976.0,24.61,1772.3,Sorghum,11508
Honduras,2002,1976.0,24.61,1772.3,Soybeans,19516
Honduras,2002,1976.0,24.61,1772.3,Sweet potatoes,62000
Honduras,2002,1976.0,24.61,1772.3,Wheat,5309
Honduras,2004,1976.0,24.68,3034.91,Cassava,38661
Honduras,2004,1976.0,24.68,3034.91,Maize,13855
Honduras,2004,1976.0,24.68,3034.91,Plantains and others,85420
Honduras,2004,1976.0,24.68,3034.91,Potatoes,172745
Honduras,2004,1976.0,24.68,3034.91,"Rice, paddy",41050
Honduras,2004,1976.0,24.68,3034.91,Sorghum,11509
Honduras,2004,1976.0,24.68,3034.91,Soybeans,20787
Honduras,2004,1976.0,24.68,3034.91,Sweet potatoes,63462
Honduras,2004,1976.0,24.68,3034.91,Wheat,5287
Honduras,2005,1976.0,24.77,3666.21,Cassava,40000
Honduras,2005,1976.0,24.77,3666.21,Maize,15387
Honduras,2005,1976.0,24.77,3666.21,Plantains and others,84440
Honduras,2005,1976.0,24.77,3666.21,Potatoes,161908
Honduras,2005,1976.0,24.77,3666.21,"Rice, paddy",37417
Honduras,2005,1976.0,24.77,3666.21,Sorghum,11492
Honduras,2005,1976.0,24.77,3666.21,Soybeans,21122
Honduras,2005,1976.0,24.77,3666.21,Sweet potatoes,64151
Honduras,2005,1976.0,24.77,3666.21,Wheat,5327
Honduras,2006,1976.0,24.88,4297.51,Cassava,40196
Honduras,2006,1976.0,24.88,4297.51,Maize,15394
Honduras,2006,1976.0,24.88,4297.51,Plantains and others,89857
Honduras,2006,1976.0,24.88,4297.51,Potatoes,162963
Honduras,2006,1976.0,24.88,4297.51,"Rice, paddy",49229
Honduras,2006,1976.0,24.88,4297.51,Sorghum,11500
Honduras,2006,1976.0,24.88,4297.51,Soybeans,21333
Honduras,2006,1976.0,24.88,4297.51,Sweet potatoes,64286
Honduras,2006,1976.0,24.88,4297.51,Wheat,5367
Honduras,2007,1976.0,24.55,5283.93,Cassava,51254
Honduras,2007,1976.0,24.55,5283.93,Maize,16922
Honduras,2007,1976.0,24.55,5283.93,Plantains and others,85951
Honduras,2007,1976.0,24.55,5283.93,Potatoes,181923
Honduras,2007,1976.0,24.55,5283.93,"Rice, paddy",50483
Honduras,2007,1976.0,24.55,5283.93,Sorghum,11496
Honduras,2007,1976.0,24.55,5283.93,Soybeans,20824
Honduras,2007,1976.0,24.55,5283.93,Sweet potatoes,64754
Honduras,2007,1976.0,24.55,5283.93,Wheat,5409
Honduras,2008,1976.0,24.25,5130.42,Cassava,57405
Honduras,2008,1976.0,24.25,5130.42,Maize,16885
Honduras,2008,1976.0,24.25,5130.42,Plantains and others,86715
Honduras,2008,1976.0,24.25,5130.42,Potatoes,210827
Honduras,2008,1976.0,24.25,5130.42,"Rice, paddy",51911
Honduras,2008,1976.0,24.25,5130.42,Sorghum,11500
Honduras,2008,1976.0,24.25,5130.42,Soybeans,20598
Honduras,2008,1976.0,24.25,5130.42,Sweet potatoes,64286
Honduras,2008,1976.0,24.25,5130.42,Wheat,5452
Honduras,2009,1976.0,24.77,4344.36,Cassava,65876
Honduras,2009,1976.0,24.77,4344.36,Maize,17503
Honduras,2009,1976.0,24.77,4344.36,Plantains and others,98922
Honduras,2009,1976.0,24.77,4344.36,Potatoes,166654
Honduras,2009,1976.0,24.77,4344.36,"Rice, paddy",49376
Honduras,2009,1976.0,24.77,4344.36,Sorghum,11492
Honduras,2009,1976.0,24.77,4344.36,Soybeans,20687
Honduras,2009,1976.0,24.77,4344.36,Sweet potatoes,64220
Honduras,2009,1976.0,24.77,4344.36,Wheat,5750
Honduras,2010,1976.0,24.49,5736.63,Cassava,63483
Honduras,2010,1976.0,24.49,5736.63,Maize,16504
Honduras,2010,1976.0,24.49,5736.63,Plantains and others,108014
Honduras,2010,1976.0,24.49,5736.63,Potatoes,146252
Honduras,2010,1976.0,24.49,5736.63,"Rice, paddy",57287
Honduras,2010,1976.0,24.49,5736.63,Sorghum,10442
Honduras,2010,1976.0,24.49,5736.63,Soybeans,20753
Honduras,2010,1976.0,24.49,5736.63,Sweet potatoes,63916
Honduras,2010,1976.0,24.49,5736.63,Wheat,5524
Honduras,2011,1976.0,24.63,6324.41,Cassava,77259
Honduras,2011,1976.0,24.63,6324.41,Maize,16593
Honduras,2011,1976.0,24.63,6324.41,Plantains and others,119975
Honduras,2011,1976.0,24.63,6324.41,Potatoes,159629
Honduras,2011,1976.0,24.63,6324.41,"Rice, paddy",57761
Honduras,2011,1976.0,24.63,6324.41,Sorghum,12477
Honduras,2011,1976.0,24.63,6324.41,Soybeans,20819
Honduras,2011,1976.0,24.63,6324.41,Sweet potatoes,64000
Honduras,2011,1976.0,24.63,6324.41,Wheat,5445
Honduras,2012,1976.0,24.47,7194.91,Cassava,70134
Honduras,2012,1976.0,24.47,7194.91,Maize,15795
Honduras,2012,1976.0,24.47,7194.91,Plantains and others,119965
Honduras,2012,1976.0,24.47,7194.91,Potatoes,142073
Honduras,2012,1976.0,24.47,7194.91,"Rice, paddy",59734
Honduras,2012,1976.0,24.47,7194.91,Sorghum,12333
Honduras,2012,1976.0,24.47,7194.91,Soybeans,20884
Honduras,2012,1976.0,24.47,7194.91,Sweet potatoes,62500
Honduras,2012,1976.0,24.47,7194.91,Wheat,5517
Honduras,2013,1976.0,24.86,7194.91,Cassava,76637
Honduras,2013,1976.0,24.86,7194.91,Maize,16214
Honduras,2013,1976.0,24.86,7194.91,Plantains and others,121433
Honduras,2013,1976.0,24.86,7194.91,Potatoes,163465
Honduras,2013,1976.0,24.86,7194.91,"Rice, paddy",61214
Honduras,2013,1976.0,24.86,7194.91,Sorghum,11980
Honduras,2013,1976.0,24.86,7194.91,Soybeans,20950
Honduras,2013,1976.0,24.86,7194.91,Sweet potatoes,62500
Honduras,2013,1976.0,24.86,7194.91,Wheat,5528
Hungary,1990,589.0,10.96,12756.0,Maize,41577
Hungary,1990,589.0,10.96,12756.0,Potatoes,170773
Hungary,1990,589.0,10.96,12756.0,"Rice, paddy",33520
Hungary,1990,589.0,10.96,12756.0,Sorghum,21466
Hungary,1990,589.0,10.96,12756.0,Soybeans,12853
Hungary,1990,589.0,10.96,12756.0,Wheat,50771
Hungary,1991,589.0,9.66,8069.0,Maize,67100
Hungary,1991,589.0,9.66,8069.0,Potatoes,144746
Hungary,1991,589.0,9.66,8069.0,"Rice, paddy",23696
Hungary,1991,589.0,9.66,8069.0,Sorghum,33200
Hungary,1991,589.0,9.66,8069.0,Soybeans,23002
Hungary,1991,589.0,9.66,8069.0,Wheat,51900
